Region,Country,ISO.Code,RE.or.Non.RE,Group.Technology,Technology,Producer.Type,Year,Electricity.Installed.Capacity..MW.
Middle East,Iraq,IRQ,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2018,240
Middle East,Iraq,IRQ,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2019,240
Middle East,Iraq,IRQ,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2020,240
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,1
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,1
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,1
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,1
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,1
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,"2,273"
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,"2,273"
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,"2,273"
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,"2,273"
Middle East,Iraq,IRQ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,"2,273"
Middle East,Iraq,IRQ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,37
Middle East,Iraq,IRQ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,37
Middle East,Iraq,IRQ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,37
Middle East,Iraq,IRQ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,37
Middle East,Iraq,IRQ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,37
Middle East,Iraq,IRQ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,179
Middle East,Iraq,IRQ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,179
Middle East,Iraq,IRQ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,179
Middle East,Israel,ISR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"16,661"
Middle East,Israel,ISR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"16,785"
Middle East,Israel,ISR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"16,589"
Middle East,Israel,ISR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"17,993"
Middle East,Israel,ISR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"18,212"
Middle East,Israel,ISR,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2020,300
Middle East,Israel,ISR,Total Renewable,Bioenergy,Biogas,On-grid,2016,25
Middle East,Israel,ISR,Total Renewable,Bioenergy,Biogas,On-grid,2017,25
Middle East,Israel,ISR,Total Renewable,Bioenergy,Biogas,On-grid,2018,25
Middle East,Israel,ISR,Total Renewable,Bioenergy,Biogas,On-grid,2019,25
Middle East,Israel,ISR,Total Renewable,Bioenergy,Biogas,On-grid,2020,25
Middle East,Israel,ISR,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,3
Middle East,Israel,ISR,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,3
Middle East,Israel,ISR,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,3
Middle East,Israel,ISR,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,3
Middle East,Israel,ISR,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,3
Middle East,Israel,ISR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,7
Middle East,Israel,ISR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,7
Middle East,Israel,ISR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,7
Middle East,Israel,ISR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,7
Middle East,Israel,ISR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,7
Middle East,Israel,ISR,Total Renewable,Solar energy,Concentrated solar power,On-grid,2016,6
Middle East,Israel,ISR,Total Renewable,Solar energy,Concentrated solar power,On-grid,2017,6
Middle East,Israel,ISR,Total Renewable,Solar energy,Concentrated solar power,On-grid,2018,6
Middle East,Israel,ISR,Total Renewable,Solar energy,Concentrated solar power,On-grid,2019,248
Middle East,Israel,ISR,Total Renewable,Solar energy,Concentrated solar power,On-grid,2020,248
Middle East,Israel,ISR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,866
Middle East,Israel,ISR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,969
Middle East,Israel,ISR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,"1,070"
Middle East,Israel,ISR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,"1,190"
Middle East,Israel,ISR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,"1,190"
Middle East,Israel,ISR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,27
Middle East,Israel,ISR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,27
Middle East,Israel,ISR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,27
Middle East,Israel,ISR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,27
Middle East,Israel,ISR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,27
Middle East,Jordan,JOR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"3,770"
Middle East,Jordan,JOR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"3,691"
Middle East,Jordan,JOR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"4,242"
Middle East,Jordan,JOR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"4,242"
Middle East,Jordan,JOR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"4,242"
Middle East,Jordan,JOR,Total Renewable,Bioenergy,Biogas,On-grid,2016,13
Middle East,Jordan,JOR,Total Renewable,Bioenergy,Biogas,On-grid,2017,13
Middle East,Jordan,JOR,Total Renewable,Bioenergy,Biogas,On-grid,2018,13
Middle East,Jordan,JOR,Total Renewable,Bioenergy,Biogas,On-grid,2019,13
Middle East,Jordan,JOR,Total Renewable,Bioenergy,Biogas,On-grid,2020,13
Middle East,Jordan,JOR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,16
Middle East,Jordan,JOR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,16
Middle East,Jordan,JOR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,16
Middle East,Jordan,JOR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,16
Middle East,Jordan,JOR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,16
Middle East,Jordan,JOR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,1
Middle East,Jordan,JOR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,1
Middle East,Jordan,JOR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,1
Middle East,Jordan,JOR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,1
Middle East,Jordan,JOR,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,1
Middle East,Jordan,JOR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,296
Middle East,Jordan,JOR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,406
Middle East,Jordan,JOR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,809
Middle East,Jordan,JOR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,"1,101"
Middle East,Jordan,JOR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,"1,359"
Middle East,Jordan,JOR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,198
Middle East,Jordan,JOR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,198
Middle East,Jordan,JOR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,280
Middle East,Jordan,JOR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,370
Middle East,Jordan,JOR,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,515
Middle East,Kuwait,KWT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"18,850"
Middle East,Kuwait,KWT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"18,723"
Middle East,Kuwait,KWT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"18,723"
Middle East,Kuwait,KWT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"19,603"
Middle East,Kuwait,KWT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"20,153"
Middle East,Kuwait,KWT,Total Renewable,Solar energy,Concentrated solar power,On-grid,2019,50
Middle East,Kuwait,KWT,Total Renewable,Solar energy,Concentrated solar power,On-grid,2020,50
Middle East,Kuwait,KWT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,31
Middle East,Kuwait,KWT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,32
Middle East,Kuwait,KWT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,43
Middle East,Kuwait,KWT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,43
Middle East,Kuwait,KWT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,43
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2016,2
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2017,2
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,2
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,2
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,2
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,0
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,10
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,10
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,10
Middle East,Kuwait,KWT,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,10
Middle East,Lebanon,LBN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"3,359"
Middle East,Lebanon,LBN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"3,409"
Middle East,Lebanon,LBN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"3,409"
Middle East,Lebanon,LBN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"3,409"
Middle East,Lebanon,LBN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"3,409"
Middle East,Lebanon,LBN,Total Renewable,Bioenergy,Biogas,On-grid,2016,9
Middle East,Lebanon,LBN,Total Renewable,Bioenergy,Biogas,On-grid,2017,9
Middle East,Lebanon,LBN,Total Renewable,Bioenergy,Biogas,On-grid,2018,9
Middle East,Lebanon,LBN,Total Renewable,Bioenergy,Biogas,On-grid,2019,9
Middle East,Lebanon,LBN,Total Renewable,Bioenergy,Biogas,On-grid,2020,9
Middle East,Lebanon,LBN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,282
Middle East,Lebanon,LBN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,253
Middle East,Lebanon,LBN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,253
Middle East,Lebanon,LBN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,253
Middle East,Lebanon,LBN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,253
Middle East,Lebanon,LBN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,1
Middle East,Lebanon,LBN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,1
Middle East,Lebanon,LBN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,9
Middle East,Lebanon,LBN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,9
Middle East,Lebanon,LBN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,9
Middle East,Lebanon,LBN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,24
Middle East,Lebanon,LBN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,37
Middle East,Lebanon,LBN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,56
Middle East,Lebanon,LBN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,56
Middle East,Lebanon,LBN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,56
Middle East,Lebanon,LBN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2016,3
Middle East,Lebanon,LBN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2017,3
Middle East,Lebanon,LBN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,3
Middle East,Lebanon,LBN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,3
Middle East,Lebanon,LBN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,3
Middle East,Oman,OMN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"8,165"
Middle East,Oman,OMN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"8,228"
Middle East,Oman,OMN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"8,820"
Middle East,Oman,OMN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"12,189"
Middle East,Oman,OMN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"12,189"
Middle East,Oman,OMN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,0
Middle East,Oman,OMN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,0
Middle East,Oman,OMN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,0
Middle East,Oman,OMN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,0
Middle East,Oman,OMN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,0
Middle East,Oman,OMN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,2
Middle East,Oman,OMN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,8
Middle East,Oman,OMN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,8
Middle East,Oman,OMN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,9
Middle East,Oman,OMN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,109
Middle East,Oman,OMN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,50
Middle East,Oman,OMN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,50
Middle East,Qatar,QAT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"8,559"
Middle East,Qatar,QAT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"10,170"
Middle East,Qatar,QAT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"10,579"
Middle East,Qatar,QAT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"13,099"
Middle East,Qatar,QAT,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"13,099"
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Biogas,On-grid,2016,8
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Biogas,On-grid,2017,8
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Biogas,On-grid,2018,8
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Biogas,On-grid,2019,8
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Biogas,On-grid,2020,8
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,30
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,30
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,30
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,30
Middle East,Qatar,QAT,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,30
Middle East,Qatar,QAT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,5
Middle East,Qatar,QAT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,5
Middle East,Qatar,QAT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,5
Middle East,Qatar,QAT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,5
Middle East,Qatar,QAT,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,5
Middle East,Saudi Arabia,SAU,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"74,702"
Middle East,Saudi Arabia,SAU,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"80,468"
Middle East,Saudi Arabia,SAU,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"76,938"
Middle East,Saudi Arabia,SAU,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"76,373"
Middle East,Saudi Arabia,SAU,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"81,723"
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,0
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,0
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,0
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,0
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,0
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,Concentrated solar power,On-grid,2018,50
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,Concentrated solar power,On-grid,2019,50
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,Concentrated solar power,On-grid,2020,50
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,24
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,34
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,34
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,359
Middle East,Saudi Arabia,SAU,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,359
Middle East,Saudi Arabia,SAU,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,3
Middle East,Saudi Arabia,SAU,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,3
Middle East,Saudi Arabia,SAU,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,3
Middle East,Saudi Arabia,SAU,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,3
Middle East,State of Palestine,PSE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,140
Middle East,State of Palestine,PSE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,140
Middle East,State of Palestine,PSE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,140
Middle East,State of Palestine,PSE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,140
Middle East,State of Palestine,PSE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,140
Middle East,State of Palestine,PSE,Total Renewable,Bioenergy,Biogas,On-grid,2017,0
Middle East,State of Palestine,PSE,Total Renewable,Bioenergy,Biogas,On-grid,2018,0
Middle East,State of Palestine,PSE,Total Renewable,Bioenergy,Biogas,On-grid,2019,0
Middle East,State of Palestine,PSE,Total Renewable,Bioenergy,Biogas,On-grid,2020,0
Middle East,State of Palestine,PSE,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,2
Middle East,State of Palestine,PSE,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,2
Middle East,State of Palestine,PSE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,25
Middle East,State of Palestine,PSE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,35
Middle East,State of Palestine,PSE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,40
Middle East,State of Palestine,PSE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,48
Middle East,State of Palestine,PSE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,53
Middle East,Syrian Arab Republic,SYR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"8,192"
Middle East,Syrian Arab Republic,SYR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"8,199"
Middle East,Syrian Arab Republic,SYR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"8,567"
Middle East,Syrian Arab Republic,SYR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"8,567"
Middle East,Syrian Arab Republic,SYR,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"8,625"
Middle East,Syrian Arab Republic,SYR,Total Renewable,Bioenergy,Biogas,On-grid,2016,7
Middle East,Syrian Arab Republic,SYR,Total Renewable,Bioenergy,Biogas,On-grid,2017,7
Middle East,Syrian Arab Republic,SYR,Total Renewable,Bioenergy,Biogas,On-grid,2018,7
Middle East,Syrian Arab Republic,SYR,Total Renewable,Bioenergy,Biogas,On-grid,2019,7
Middle East,Syrian Arab Republic,SYR,Total Renewable,Bioenergy,Biogas,On-grid,2020,7
Middle East,Syrian Arab Republic,SYR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,"1,494"
Middle East,Syrian Arab Republic,SYR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,"1,490"
Middle East,Syrian Arab Republic,SYR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,"1,490"
Middle East,Syrian Arab Republic,SYR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,"1,490"
Middle East,Syrian Arab Republic,SYR,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,"1,490"
Middle East,Syrian Arab Republic,SYR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,0
Middle East,Syrian Arab Republic,SYR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,1
Middle East,Syrian Arab Republic,SYR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,2
Middle East,Syrian Arab Republic,SYR,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,2
Middle East,Syrian Arab Republic,SYR,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2016,1
Middle East,Syrian Arab Republic,SYR,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2017,1
Middle East,Syrian Arab Republic,SYR,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,1
Middle East,Syrian Arab Republic,SYR,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,1
Middle East,Syrian Arab Republic,SYR,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,1
Middle East,United Arab Emirates,ARE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,"28,921"
Middle East,United Arab Emirates,ARE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,"30,631"
Middle East,United Arab Emirates,ARE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,"31,147"
Middle East,United Arab Emirates,ARE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,"31,287"
Middle East,United Arab Emirates,ARE,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,"31,287"
Middle East,United Arab Emirates,ARE,Total Non-Renewable,Nuclear,Nuclear,On-grid,2020,"1,400"
Middle East,United Arab Emirates,ARE,Total Renewable,Bioenergy,Biogas,On-grid,2016,1
Middle East,United Arab Emirates,ARE,Total Renewable,Bioenergy,Biogas,On-grid,2017,1
Middle East,United Arab Emirates,ARE,Total Renewable,Bioenergy,Biogas,On-grid,2018,1
Middle East,United Arab Emirates,ARE,Total Renewable,Bioenergy,Biogas,On-grid,2019,1
Middle East,United Arab Emirates,ARE,Total Renewable,Bioenergy,Biogas,On-grid,2020,1
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,3
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,3
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,3
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,5
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,6
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Concentrated solar power,On-grid,2016,100
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Concentrated solar power,On-grid,2017,100
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Concentrated solar power,On-grid,2018,100
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Concentrated solar power,On-grid,2019,100
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,Concentrated solar power,On-grid,2020,100
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,37
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,252
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,495
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,"1,813"
Middle East,United Arab Emirates,ARE,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,"2,434"
Middle East,United Arab Emirates,ARE,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,0
Middle East,United Arab Emirates,ARE,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,0
Middle East,United Arab Emirates,ARE,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,0
